Date Time,Event,Actual
9/5/14,Change in Private Payrolls,134
9/5/14,Change in Manufact. Payrolls,0
9/5/14,Unemployment Rate,6.10%
9/5/14,Underemployment Rate,12.00%
9/5/14,Average Hourly Earnings MoM,0.20%
9/5/14,Average Hourly Earnings YoY,2.10%
9/5/14,Average Weekly Hours All Employees,34.5
9/5/14,Labor Force Participation Rate,62.80%
9/8/14,Consumer Credit,$26.01 
9/9/14,NFIB Small Business Optimism,96.1
9/9/14,JOLTS Job Openings,4673
9/10/14,MBA Mortgage Applications,-7.20%
9/10/14,Wholesale Inventories MoM,0.10%
9/10/14,Wholesale Trade Sales MoM,0.70%
9/11/14,Initial Jobless Claims,315
9/11/14,Continuing Claims,2487
9/11/14,Langer Consumer Comfort,36.5
9/11/14,Monthly Budget Statement,($128.70)
9/12/14,Retail Sales Advance MoM,0.60%
9/12/14,Retail Sales Ex Auto MoM,0.30%
9/12/14,Retail Sales Ex Auto and Gas,0.50%
9/12/14,Retail Sales Control Group,0.40%
9/12/14,Import Price Index MoM,-0.90%
9/12/14,Import Price Index YoY,-0.40%
9/12/14,U. of Mich. Sentiment,84.6
9/12/14,Business Inventories,0.40%
9/15/14,Empire Manufacturing,27.5
9/15/14,Industrial Production MoM,-0.10%
9/15/14,Capacity Utilization,78.80%
9/15/14,Manufacturing (SIC) Production,-0.40%
9/16/14,PPI Final Demand MoM,0.00%
9/16/14,PPI Final Demand YoY,1.80%
9/16/14,Net Long-term TIC Flows,($18.60)
9/16/14,Total Net TIC Flows,$57.70 
9/17/14,MBA Mortgage Applications,7.90%
9/17/14,CPI MoM,-0.20%
9/17/14,CPI Ex Food and Energy MoM,0.00%
9/17/14,CPI YoY,1.70%
9/17/14,CPI Ex Food and Energy YoY,1.70%
9/17/14,CPI Core Index SA,238.345
9/17/14,CPI Index NSA,237.852
9/17/14,Current Account Balance,($98.50)
9/17/14,NAHB Housing Market Index,59
9/17/14,FOMC Rate Decision (Upper Bound),0.25%
9/18/14,Initial Jobless Claims,280
9/18/14,Continuing Claims,2429
9/18/14,Housing Starts,956
9/18/14,Housing Starts MoM,-14.40%
9/18/14,Building Permits,998
9/18/14,Langer Consumer Comfort,37.2
9/18/14,Philadelphia Fed Business Outlook,22.5
9/18/14,Household Change in Net Worth,"$1,390 "
9/19/14,Leading Index,0.20%
9/22/14,Chicago Fed Nat Activity Index,-0.21
9/22/14,Existing Home Sales,5.05
9/22/14,Existing Home Sales MoM,-1.80%
9/23/14,FHFA House Price Index MoM,0.10%
9/23/14,Richmond Fed Manufact. Index,14
9/24/14,MBA Mortgage Applications,-4.10%
9/24/14,New Home Sales,504
9/24/14,New Home Sales MoM,18.00%
9/25/14,Initial Jobless Claims,293
9/25/14,Continuing Claims,2439
9/25/14,Durable Goods Orders,-18.20%
9/25/14,Durables Ex Transportation,0.70%
9/25/14,Cap Goods Ship Nondef Ex Air,0.10%
9/25/14,Cap Goods Orders Nondef Ex Air,0.60%
9/25/14,Langer Consumer Comfort,35.5
9/25/14,Kansas City Fed Manf. Activity,6
9/26/14,GDP Annualized QoQ,4.60%
9/26/14,Personal Consumption,2.50%
9/26/14,GDP Price Index,2.10%
9/26/14,Core PCE QoQ,2.00%
9/26/14,U. of Mich. Sentiment,84.6
9/29/14,Personal Income,0.30%
9/29/14,Personal Spending,0.50%
9/29/14,PCE Deflator MoM,0.00%
9/29/14,PCE Deflator YoY,1.50%
9/29/14,PCE Core Deflator MoM,0.10%
9/29/14,PCE Core Deflator YoY,1.50%
9/29/14,Pending Home Sales MoM,-1.00%
9/29/14,Pending Home Sales NSA YoY,-4.10%
9/29/14,Dallas Fed Manf. Activity,10.8
9/30/14,MNI Chicago PMI,60.5
9/30/14,Conf. Board Consumer Confidence,86
10/1/14,MBA Mortgage Applications,-0.20%
10/1/14,ADP Employment Change,213
10/1/14,ISM Manufacturing,56.6
10/1/14,ISM Prices Paid,59.5
10/1/14,Construction Spending MoM,-0.80%
10/1/14,Wards Total Vehicle Sales,16.34
10/2/14,Challenger Job Cuts YoY,-24.40%
10/2/14,Initial Jobless Claims,287
10/2/14,Continuing Claims,2398
10/2/14,Langer Consumer Comfort,34.8
10/2/14,Factory Orders,-10.10%
10/3/14,Trade Balance,($40.10)
10/3/14,Change in Nonfarm Payrolls,248
10/3/14,Two-Month Payroll Net Revision,69
10/3/14,Change in Private Payrolls,236
10/3/14,Change in Manufact. Payrolls,4
10/3/14,Unemployment Rate,5.90%
10/3/14,Underemployment Rate,11.80%
10/3/14,Average Hourly Earnings MoM,0.00%
10/3/14,Average Hourly Earnings YoY,2.00%
10/3/14,Average Weekly Hours All Employees,34.6
10/3/14,Labor Force Participation Rate,62.70%
10/3/14,ISM Services Index,58.6
10/7/14,JOLTS Job Openings,4835
10/7/14,Consumer Credit,$13.53 
10/8/14,MBA Mortgage Applications,3.80%
10/8/14,FOMC Meeting Minutes,--
10/9/14,Initial Jobless Claims,287
10/9/14,Continuing Claims,2381
10/9/14,Langer Consumer Comfort,36.8
10/9/14,Wholesale Inventories MoM,0.70%
10/9/14,Wholesale Trade Sales MoM,-0.70%
10/10/14,Import Price Index MoM,-0.50%
10/10/14,Import Price Index YoY,-0.90%
10/14/14,NFIB Small Business Optimism,95.3
10/15/14,MBA Mortgage Applications,5.60%
10/15/14,Empire Manufacturing,6.2
10/15/14,Retail Sales Advance MoM,-0.30%
10/15/14,Retail Sales Ex Auto MoM,-0.20%
10/15/14,Retail Sales Ex Auto and Gas,-0.10%
10/15/14,Retail Sales Control Group,-0.20%
10/15/14,PPI Final Demand MoM,-0.10%
10/15/14,PPI Final Demand YoY,1.60%
10/15/14,Business Inventories,0.20%
10/15/14,Monthly Budget Statement,$105.80 
10/16/14,Initial Jobless Claims,264
10/16/14,Continuing Claims,2389
10/16/14,Industrial Production MoM,1.00%
10/16/14,Capacity Utilization,79.30%
10/16/14,Manufacturing (SIC) Production,0.50%
10/16/14,Langer Consumer Comfort,36.2
10/16/14,Philadelphia Fed Business Outlook,20.7
10/16/14,NAHB Housing Market Index,54
10/16/14,Net Long-term TIC Flows,$52.10 
10/16/14,Total Net TIC Flows,$74.50 
10/17/14,Housing Starts,1017
10/17/14,Housing Starts MoM,6.30%
10/17/14,Building Permits,1018
10/17/14,U. of Mich. Sentiment,86.4
10/21/14,Existing Home Sales,5.17
10/21/14,Existing Home Sales MoM,2.40%
10/22/14,MBA Mortgage Applications,11.60%
10/22/14,CPI MoM,0.10%
10/22/14,CPI YoY,1.70%
10/22/14,CPI Index NSA,238.031
10/22/14,CPI Ex Food and Energy MoM,0.10%
10/22/14,CPI Ex Food and Energy YoY,1.70%
10/22/14,CPI Core Index SA,238.677
10/23/14,Chicago Fed Nat Activity Index,0.47
10/23/14,Initial Jobless Claims,283
10/23/14,Continuing Claims,2351
10/23/14,FHFA House Price Index MoM,0.50%
10/23/14,Langer Consumer Comfort,37.7
10/23/14,Leading Index,0.80%
10/23/14,Kansas City Fed Manf. Activity,4
10/24/14,New Home Sales,467
10/24/14,New Home Sales MoM,0.20%
10/27/14,Pending Home Sales MoM,0.30%
10/27/14,Pending Home Sales NSA YoY,3.00%
10/27/14,Dallas Fed Manf. Activity,10.5
10/28/14,Durable Goods Orders,-1.30%
10/28/14,Durables Ex Transportation,-0.20%
10/28/14,Cap Goods Ship Nondef Ex Air,-0.20%
10/28/14,Cap Goods Orders Nondef Ex Air,-1.70%
10/28/14,Conf. Board Consumer Confidence,94.5
10/28/14,Richmond Fed Manufact. Index,20
10/29/14,MBA Mortgage Applications,-6.60%
10/29/14,FOMC Rate Decision (Upper Bound),0.25%
10/29/14,FOMC Rate Decision (Lower Bound),0.00%
10/30/14,Initial Jobless Claims,287
10/30/14,Continuing Claims,2384
10/30/14,GDP Annualized QoQ,3.50%
10/30/14,Personal Consumption,1.80%
10/30/14,GDP Price Index,1.30%
10/30/14,Core PCE QoQ,1.40%
10/30/14,Langer Consumer Comfort,37.2
10/31/14,Employment Cost Index,0.70%
10/31/14,Personal Income,0.20%
10/31/14,Personal Spending,-0.20%
10/31/14,PCE Deflator MoM,0.10%
10/31/14,PCE Deflator YoY,1.40%
10/31/14,PCE Core Deflator MoM,0.10%
10/31/14,PCE Core Deflator YoY,1.50%
10/31/14,MNI Chicago PMI,66.2
10/31/14,U. of Mich. Sentiment,86.9
11/3/14,ISM Manufacturing,59
11/3/14,ISM Prices Paid,53.5
11/3/14,Construction Spending MoM,-0.40%
11/3/14,Wards Total Vehicle Sales,16.35
11/4/14,Trade Balance,($43.00)
11/4/14,Factory Orders,-0.60%
11/5/14,MBA Mortgage Applications,-2.60%
11/5/14,ADP Employment Change,230
11/5/14,ISM Services Index,57.1
11/6/14,Challenger Job Cuts YoY,11.90%
11/6/14,Initial Jobless Claims,278
11/6/14,Continuing Claims,2348
11/6/14,Nonfarm Productivity,2.00%
11/6/14,Unit Labor Costs,0.30%
11/6/14,Langer Consumer Comfort,38.1
11/7/14,Change in Nonfarm Payrolls,214
11/7/14,Two-Month Payroll Net Revision,31
11/7/14,Change in Private Payrolls,209
11/7/14,Change in Manufact. Payrolls,15
11/7/14,Unemployment Rate,5.80%
11/7/14,Underemployment Rate,11.50%
11/7/14,Average Hourly Earnings MoM,0.10%
11/7/14,Average Hourly Earnings YoY,2.00%
11/7/14,Average Weekly Hours All Employees,34.6
11/7/14,Labor Force Participation Rate,62.80%
11/7/14,Consumer Credit,$15.92 
11/11/14,NFIB Small Business Optimism,96.1
11/12/14,MBA Mortgage Applications,-0.90%
11/12/14,Wholesale Inventories MoM,0.30%
11/12/14,Wholesale Trade Sales MoM,0.20%
11/13/14,Initial Jobless Claims,290
11/13/14,Continuing Claims,2392
11/13/14,Langer Consumer Comfort,38.2
11/13/14,JOLTS Job Openings,4735
11/13/14,Monthly Budget Statement,($121.70)
11/14/14,Retail Sales Advance MoM,0.30%
11/14/14,Retail Sales Ex Auto MoM,0.30%
11/14/14,Retail Sales Ex Auto and Gas,0.60%
11/14/14,Retail Sales Control Group,0.50%
11/14/14,Import Price Index MoM,-1.30%
11/14/14,Import Price Index YoY,-1.80%
11/14/14,U. of Mich. Sentiment,89.4
11/14/14,Business Inventories,0.30%
11/14/14,Mortgage Delinquencies,5.85%
11/14/14,MBA Mortgage Foreclosures,2.39%
11/17/14,Empire Manufacturing,10.2
11/17/14,Industrial Production MoM,-0.10%
11/17/14,Capacity Utilization,78.90%
11/17/14,Manufacturing (SIC) Production,0.20%
11/18/14,PPI Final Demand MoM,0.20%
11/18/14,PPI Final Demand YoY,1.50%
11/18/14,NAHB Housing Market Index,58
11/18/14,Net Long-term TIC Flows,$164.30 
11/18/14,Total Net TIC Flows,($55.60)
11/19/14,MBA Mortgage Applications,4.90%
11/19/14,Housing Starts,1009
11/19/14,Housing Starts MoM,-2.80%
11/19/14,Building Permits,1080
11/19/14,FOMC Meeting Minutes,--
11/20/14,CPI MoM,0.00%
11/20/14,CPI Ex Food and Energy MoM,0.20%
11/20/14,CPI YoY,1.70%
11/20/14,CPI Ex Food and Energy YoY,1.80%
11/20/14,CPI Core Index SA,239.162
11/20/14,CPI Index NSA,237.433
11/20/14,Initial Jobless Claims,291
11/20/14,Continuing Claims,2330
11/20/14,Langer Consumer Comfort,38.5
11/20/14,Philadelphia Fed Business Outlook,40.8
11/20/14,Existing Home Sales,5.26
11/20/14,Existing Home Sales MoM,1.50%
11/20/14,Leading Index,0.90%
11/21/14,Kansas City Fed Manf. Activity,7
11/24/14,Chicago Fed Nat Activity Index,0.14
11/24/14,Dallas Fed Manf. Activity,10.5
11/25/14,GDP Annualized QoQ,3.90%
11/25/14,Personal Consumption,2.20%
11/25/14,GDP Price Index,1.40%
11/25/14,Core PCE QoQ,1.40%
11/25/14,FHFA House Price Index MoM,0.00%
11/25/14,House Price Purchase Index QoQ,0.90%
11/25/14,Conf. Board Consumer Confidence,88.7
11/25/14,Richmond Fed Manufact. Index,4
11/26/14,MBA Mortgage Applications,-4.30%
11/26/14,Durable Goods Orders,0.40%
11/26/14,Durables Ex Transportation,-0.90%
11/26/14,Cap Goods Orders Nondef Ex Air,-1.30%
11/26/14,Cap Goods Ship Nondef Ex Air,-0.40%
11/26/14,Initial Jobless Claims,313
11/26/14,Continuing Claims,2316
11/26/14,Personal Income,0.20%
11/26/14,Personal Spending,0.20%
11/26/14,PCE Deflator MoM,0.10%
11/26/14,PCE Deflator YoY,1.40%
11/26/14,PCE Core Deflator MoM,0.20%
11/26/14,PCE Core Deflator YoY,1.60%
11/26/14,MNI Chicago PMI,60.8
11/26/14,Langer Consumer Comfort,40.7
11/26/14,U. of Mich. Sentiment,88.8
11/26/14,Pending Home Sales MoM,-1.10%
11/26/14,Pending Home Sales NSA YoY,2.20%
11/26/14,New Home Sales,458
11/26/14,New Home Sales MoM,0.70%
12/1/14,ISM Manufacturing,58.7
12/1/14,ISM Prices Paid,44.5
12/2/14,Construction Spending MoM,1.10%
12/2/14,Wards Total Vehicle Sales,17.08
12/3/14,MBA Mortgage Applications,-7.30%
12/3/14,ADP Employment Change,208
12/3/14,Nonfarm Productivity,2.30%
12/3/14,Unit Labor Costs,-1.00%
12/3/14,ISM Services Index,59.3
12/4/14,Challenger Job Cuts YoY,-20.70%
12/4/14,Initial Jobless Claims,297
12/4/14,Continuing Claims,2362
12/4/14,Langer Consumer Comfort,39.8
12/5/14,Change in Nonfarm Payrolls,321
12/5/14,Two-Month Payroll Net Revision,44
12/5/14,Change in Private Payrolls,314
12/5/14,Change in Manufact. Payrolls,28
12/5/14,Unemployment Rate,5.80%
12/5/14,Average Hourly Earnings MoM,0.40%
12/5/14,Average Hourly Earnings YoY,2.10%
12/5/14,Average Weekly Hours All Employees,34.6
12/5/14,Underemployment Rate,11.40%
12/5/14,Labor Force Participation Rate,62.80%
12/5/14,Trade Balance,($43.40)
12/5/14,Factory Orders,-0.70%
12/5/14,Consumer Credit,$13.23 
12/9/14,NFIB Small Business Optimism,98.1
12/9/14,JOLTS Job Openings,4834
12/9/14,Wholesale Inventories MoM,0.40%
12/9/14,Wholesale Trade Sales MoM,0.20%
12/10/14,MBA Mortgage Applications,7.30%
12/10/14,Monthly Budget Statement,($56.80)
12/11/14,Retail Sales Advance MoM,0.70%
12/11/14,Retail Sales Ex Auto MoM,0.50%
12/11/14,Retail Sales Ex Auto and Gas,0.60%
12/11/14,Retail Sales Control Group,0.60%
12/11/14,Import Price Index MoM,-1.50%
12/11/14,Import Price Index YoY,-2.30%
12/11/14,Initial Jobless Claims,294
12/11/14,Continuing Claims,2514
12/11/14,Langer Consumer Comfort,41.3
12/11/14,Business Inventories,0.20%
12/11/14,Household Change in Net Worth,($141)
12/12/14,PPI Final Demand MoM,-0.20%
12/12/14,"PPI Ex Food, Energy, Trade MoM",0.00%
12/12/14,PPI Final Demand YoY,1.40%
12/12/14,"PPI Ex Food, Energy, Trade YoY",1.50%
12/12/14,U. of Mich. Sentiment,93.8
12/15/14,Empire Manufacturing,-3.6
12/15/14,Industrial Production MoM,1.30%
12/15/14,Capacity Utilization,80.10%
12/15/14,Manufacturing (SIC) Production,1.10%
12/15/14,NAHB Housing Market Index,57
12/15/14,Net Long-term TIC Flows,($1.40)
12/15/14,Total Net TIC Flows,$178.40 
12/16/14,Housing Starts,1028
12/16/14,Housing Starts MoM,-1.60%
12/16/14,Building Permits,1035
12/17/14,MBA Mortgage Applications,-3.30%
12/17/14,CPI MoM,-0.30%
12/17/14,CPI Ex Food and Energy MoM,0.10%
12/17/14,CPI YoY,1.30%
12/17/14,CPI Ex Food and Energy YoY,1.70%
12/17/14,CPI Core Index SA,239.332
12/17/14,CPI Index NSA,236.151
12/17/14,Current Account Balance,($100.30)
12/17/14,FOMC Rate Decision (Upper Bound),0.25%
12/17/14,FOMC Rate Decision (Lower Bound),0.00%
12/18/14,Initial Jobless Claims,289
12/18/14,Continuing Claims,2373
12/18/14,Langer Consumer Comfort,41.7
12/18/14,Philadelphia Fed Business Outlook,24.5
12/18/14,Leading Index,0.60%
12/19/14,Kansas City Fed Manf. Activity,8
12/22/14,Chicago Fed Nat Activity Index,0.73
12/22/14,Existing Home Sales,4.93
12/22/14,Existing Home Sales MoM,-6.10%
12/23/14,Durable Goods Orders,-0.70%
12/23/14,Durables Ex Transportation,-0.40%
12/23/14,Cap Goods Orders Nondef Ex Air,0.00%
12/23/14,Cap Goods Ship Nondef Ex Air,0.20%
12/23/14,GDP Annualized QoQ,5.00%
12/23/14,Personal Consumption,3.20%
12/23/14,GDP Price Index,1.40%
12/23/14,Core PCE QoQ,1.40%
12/23/14,FHFA House Price Index MoM,0.60%
12/23/14,U. of Mich. Sentiment,93.6
12/23/14,Richmond Fed Manufact. Index,7
12/23/14,New Home Sales,438
12/23/14,New Home Sales MoM,-1.60%
12/23/14,Personal Income,0.40%
12/23/14,Personal Spending,0.60%
12/23/14,PCE Deflator MoM,-0.20%
12/23/14,PCE Deflator YoY,1.20%
12/23/14,PCE Core Deflator MoM,0.00%
12/23/14,PCE Core Deflator YoY,1.40%
12/24/14,MBA Mortgage Applications,0.90%
12/24/14,Initial Jobless Claims,280
12/24/14,Continuing Claims,2403
12/24/14,Langer Consumer Comfort,43.1
12/29/14,Dallas Fed Manf. Activity,4.1
12/30/14,Conf. Board Consumer Confidence,92.6
12/31/14,Initial Jobless Claims,298
12/31/14,Continuing Claims,2353
12/31/14,MNI Chicago PMI,58.3
12/31/14,Langer Consumer Comfort,42.7
12/31/14,Pending Home Sales MoM,0.80%
12/31/14,Pending Home Sales NSA YoY,1.70%
1/2/15,Construction Spending MoM,-0.30%
1/2/15,ISM Manufacturing,55.5
1/2/15,ISM Prices Paid,38.5
1/5/15,Wards Total Vehicle Sales,16.8
1/6/15,Factory Orders,-0.70%
1/6/15,ISM Services Index,56.2
1/7/15,MBA Mortgage Applications,11.10%
1/7/15,ADP Employment Change,241
1/7/15,Trade Balance,($39.00)
1/7/15,FOMC Meeting Minutes,--
1/8/15,Challenger Job Cuts YoY,6.60%
1/8/15,Initial Jobless Claims,294
1/8/15,Continuing Claims,2452
1/8/15,Langer Consumer Comfort,43.6
1/8/15,Consumer Credit,$14.08 
1/9/15,Change in Nonfarm Payrolls,252
1/9/15,Two-Month Payroll Net Revision,50
1/9/15,Change in Private Payrolls,240
1/9/15,Change in Manufact. Payrolls,17
1/9/15,Unemployment Rate,5.60%
1/9/15,Average Hourly Earnings MoM,-0.20%
1/9/15,Average Hourly Earnings YoY,1.70%
1/9/15,Average Weekly Hours All Employees,34.6
1/9/15,Underemployment Rate,11.20%
1/9/15,Labor Force Participation Rate,62.70%
1/9/15,Wholesale Inventories MoM,0.80%
1/9/15,Wholesale Trade Sales MoM,-0.30%
1/13/15,NFIB Small Business Optimism,100.4
1/13/15,JOLTS Job Openings,4972
1/13/15,Monthly Budget Statement,$1.90 
1/14/15,MBA Mortgage Applications,49.10%
1/14/15,Retail Sales Advance MoM,-0.90%
1/14/15,Retail Sales Ex Auto MoM,-1.00%
1/14/15,Retail Sales Ex Auto and Gas,-0.30%
1/14/15,Retail Sales Control Group,-0.40%
1/14/15,Import Price Index MoM,-2.50%
1/14/15,Import Price Index YoY,-5.50%
1/14/15,Business Inventories,0.20%
1/15/15,Empire Manufacturing,10
1/15/15,PPI Final Demand MoM,-0.30%
1/15/15,PPI Final Demand YoY,1.10%
1/15/15,"PPI Ex Food, Energy, Trade YoY",1.30%
1/15/15,Initial Jobless Claims,316
1/15/15,Continuing Claims,2424
1/15/15,Langer Consumer Comfort,45.4
1/15/15,Philadelphia Fed Business Outlook,6.3
1/16/15,CPI MoM,-0.40%
1/16/15,CPI Ex Food and Energy MoM,0.00%
1/16/15,CPI YoY,0.80%
1/16/15,CPI Ex Food and Energy YoY,1.60%
1/16/15,CPI Core Index SA,239.339
1/16/15,CPI Index NSA,234.812
1/16/15,Industrial Production MoM,-0.10%
1/16/15,Capacity Utilization,79.70%
1/16/15,Manufacturing (SIC) Production,0.30%
1/16/15,U. of Mich. Sentiment,98.2
1/16/15,U. of Mich. Current Conditions,108.3
1/16/15,U. of Mich. Expectations,91.6
1/16/15,U. of Mich. 1 Yr Inflation,2.40%
1/16/15,U. of Mich. 5-10 Yr Inflation,2.80%
1/16/15,Total Net TIC Flows,($6.30)
1/16/15,Net Long-term TIC Flows,$33.50 
1/20/15,NAHB Housing Market Index,57
1/21/15,MBA Mortgage Applications,14.20%
1/21/15,Housing Starts,1089
1/21/15,Housing Starts MoM,4.40%
1/21/15,Building Permits,1032
1/22/15,Initial Jobless Claims,307
1/22/15,Continuing Claims,2443
1/22/15,FHFA House Price Index MoM,0.80%
1/22/15,Langer Consumer Comfort,44.7
1/22/15,Kansas City Fed Manf. Activity,3
1/23/15,Chicago Fed Nat Activity Index,-0.05
1/23/15,Existing Home Sales,5.04
1/23/15,Existing Home Sales MoM,2.40%
1/23/15,Leading Index,0.50%
1/26/15,Dallas Fed Manf. Activity,-4.4
1/27/15,Durable Goods Orders,-3.40%
1/27/15,Durables Ex Transportation,-0.80%
1/27/15,Cap Goods Orders Nondef Ex Air,-0.60%
1/27/15,Cap Goods Ship Nondef Ex Air,-0.20%
1/27/15,New Home Sales,481
1/27/15,New Home Sales MoM,11.60%
1/27/15,Conf. Board Consumer Confidence,102.9
1/27/15,Richmond Fed Manufact. Index,6
1/28/15,MBA Mortgage Applications,-3.20%
1/28/15,FOMC Rate Decision (Upper Bound),0.25%
1/28/15,FOMC Rate Decision (Lower Bound),0.00%
1/29/15,Initial Jobless Claims,265
1/29/15,Continuing Claims,2385
1/29/15,Langer Consumer Comfort,47.3
1/29/15,Pending Home Sales MoM,-3.70%
1/29/15,Pending Home Sales NSA YoY,8.50%
1/30/15,Employment Cost Index,0.60%
1/30/15,GDP Annualized QoQ,2.60%
1/30/15,Personal Consumption,4.30%
1/30/15,GDP Price Index,0.00%
1/30/15,Core PCE QoQ,1.10%
1/30/15,MNI Chicago PMI,59.4
1/30/15,U. of Mich. Sentiment,98.1
1/30/15,U. of Mich. Current Conditions,109.3
1/30/15,U. of Mich. Expectations,91
1/30/15,U. of Mich. 1 Yr Inflation,2.50%
1/30/15,U. of Mich. 5-10 Yr Inflation,2.80%
2/2/15,Personal Income,0.30%
2/2/15,Personal Spending,-0.30%
2/2/15,PCE Deflator MoM,-0.20%
2/2/15,PCE Deflator YoY,0.70%
2/2/15,PCE Core Deflator MoM,0.00%
2/2/15,PCE Core Deflator YoY,1.30%
2/2/15,Construction Spending MoM,0.40%
2/2/15,ISM Manufacturing,53.5
2/2/15,ISM Prices Paid,35
2/3/15,Factory Orders,-3.40%
2/3/15,Wards Total Vehicle Sales,16.56
2/4/15,MBA Mortgage Applications,1.30%
2/4/15,ADP Employment Change,213
2/4/15,ISM Services Index,56.7
2/5/15,Challenger Job Cuts YoY,17.60%
2/5/15,Nonfarm Productivity,-1.80%
2/5/15,Unit Labor Costs,2.70%
2/5/15,Initial Jobless Claims,278
2/5/15,Continuing Claims,2400
2/5/15,Trade Balance,($46.60)
2/5/15,Langer Consumer Comfort,45.5
2/6/15,Change in Nonfarm Payrolls,257
2/6/15,Two-Month Payroll Net Revision,147
2/6/15,Change in Private Payrolls,267
2/6/15,Change in Manufact. Payrolls,22
2/6/15,Unemployment Rate,5.70%
2/6/15,Average Hourly Earnings MoM,0.50%
2/6/15,Average Hourly Earnings YoY,2.20%
2/6/15,Average Weekly Hours All Employees,34.6
2/6/15,Underemployment Rate,11.30%
2/6/15,Labor Force Participation Rate,62.90%
2/6/15,Consumer Credit,$14.76 
2/10/15,NFIB Small Business Optimism,97.9
2/10/15,Wholesale Inventories MoM,0.10%
2/10/15,Wholesale Trade Sales MoM,-0.40%
2/10/15,JOLTS Job Openings,5028
2/11/15,MBA Mortgage Applications,-9.00%
2/11/15,Monthly Budget Statement,($17.50)
2/12/15,Retail Sales Advance MoM,-0.80%
2/12/15,Retail Sales Ex Auto MoM,-0.90%
2/12/15,Retail Sales Ex Auto and Gas,0.20%
2/12/15,Retail Sales Control Group,0.10%
2/12/15,Initial Jobless Claims,304
2/12/15,Continuing Claims,2354
2/12/15,Langer Consumer Comfort,44.3
2/12/15,Business Inventories,0.10%
2/13/15,Import Price Index MoM,-2.80%
2/13/15,Import Price Index YoY,-8.00%
2/13/15,U. of Mich. Sentiment,93.6
2/13/15,U. of Mich. Current Conditions,103.1
2/13/15,U. of Mich. Expectations,87.5
2/13/15,U. of Mich. 1 Yr Inflation,2.80%
2/13/15,U. of Mich. 5-10 Yr Inflation,2.70%
2/17/15,Empire Manufacturing,7.8
2/17/15,NAHB Housing Market Index,55
2/18/15,MBA Mortgage Applications,-13.20%
2/18/15,Housing Starts,1065
2/18/15,Housing Starts MoM,-2.00%
2/18/15,Building Permits,1053
2/18/15,PPI Final Demand MoM,-0.80%
2/18/15,"PPI Ex Food, Energy, Trade MoM",-0.30%
2/18/15,PPI Final Demand YoY,0.00%
2/18/15,"PPI Ex Food, Energy, Trade YoY",0.90%
2/18/15,Industrial Production MoM,0.20%
2/18/15,Capacity Utilization,79.40%
2/18/15,Manufacturing (SIC) Production,0.20%
2/18/15,FOMC Meeting Minutes,--
2/18/15,Net Long-term TIC Flows,$35.40 
2/18/15,Total Net TIC Flows,($174.80)
2/19/15,Initial Jobless Claims,283
2/19/15,Continuing Claims,2425
2/19/15,Langer Consumer Comfort,44.6
2/19/15,Philadelphia Fed Business Outlook,5.2
2/19/15,Leading Index,0.20%
2/23/15,Chicago Fed Nat Activity Index,0.13
2/23/15,Existing Home Sales,4.82
2/23/15,Existing Home Sales MoM,-4.90%
2/23/15,Dallas Fed Manf. Activity,-11.2
2/24/15,Conf. Board Consumer Confidence,96.4
2/24/15,Richmond Fed Manufact. Index,0
2/25/15,MBA Mortgage Applications,-3.50%
2/25/15,MBA Mortgage Foreclosures,2.27%
2/25/15,Mortgage Delinquencies,5.68%
2/25/15,New Home Sales,481
2/25/15,New Home Sales MoM,-0.20%
2/26/15,CPI MoM,-0.70%
2/26/15,CPI Ex Food and Energy MoM,0.20%
2/26/15,CPI YoY,-0.10%
2/26/15,CPI Ex Food and Energy YoY,1.60%
2/26/15,CPI Index NSA,233.707
2/26/15,CPI Core Index SA,239.871
2/26/15,Durable Goods Orders,2.80%
2/26/15,Durables Ex Transportation,0.30%
2/26/15,Cap Goods Orders Nondef Ex Air,0.60%
2/26/15,Cap Goods Ship Nondef Ex Air,-0.30%
2/26/15,Initial Jobless Claims,313
2/26/15,Continuing Claims,2401
2/26/15,FHFA House Price Index MoM,0.80%
2/26/15,House Price Purchase Index QoQ,1.40%
2/26/15,Langer Consumer Comfort,42.7
2/26/15,Kansas City Fed Manf. Activity,1
2/27/15,GDP Annualized QoQ,2.20%
2/27/15,Personal Consumption,4.20%
2/27/15,GDP Price Index,0.10%
2/27/15,Core PCE QoQ,1.10%
2/27/15,MNI Chicago PMI,45.8
2/27/15,Pending Home Sales MoM,1.70%
2/27/15,Pending Home Sales NSA YoY,6.50%
2/27/15,U. of Mich. Sentiment,95.4
2/27/15,U. of Mich. Current Conditions,106.9
2/27/15,U. of Mich. Expectations,88
2/27/15,U. of Mich. 1 Yr Inflation,2.80%
2/27/15,U. of Mich. 5-10 Yr Inflation,2.70%
3/2/15,Personal Income,0.30%
3/2/15,Personal Spending,-0.20%
3/2/15,PCE Deflator MoM,-0.50%
3/2/15,PCE Deflator YoY,0.20%
3/2/15,PCE Core Deflator MoM,0.10%
3/2/15,PCE Core Deflator YoY,1.30%
3/2/15,Construction Spending MoM,-1.10%
3/2/15,ISM Manufacturing,52.9
3/2/15,ISM Prices Paid,35
3/3/15,Wards Total Vehicle Sales,16.16
3/4/15,MBA Mortgage Applications,0.10%
3/4/15,ADP Employment Change,212
3/4/15,ISM Services Index,56.9
3/5/15,Challenger Job Cuts YoY,20.90%
